N7306652	668	0	48
N9532638	668	0	13
N9544875	668	0	7
N9775881	668	7	43
N7460419	668	1	38
N9775673	668	8	55
N9776256	668	0	43
N9775900	668	31	150
N9776184	668	20	89
N9775964	668	25	146
N9775939	668	20	175
N9776191	668	11	160
N9776238	668	13	155
N9776099	668	19	185
N9775855	668	20	98
N9776176	668	14	85
N9773307	333	11	128
N9773290	333	9	134
N9772601	333	19	124
N9099237	333	0	8
N9769504	333	23	103
N9193263	333	0	13
N9755712	333	6	128
N9772300	333	28	141
N9653398	333	0	2
N9772475	333	10	102
N9772925	333	0	12
N9772629	333	11	129
N9756785	333	18	121
N9773290	330	12	174
N9773282	330	3	164
N9772300	330	19	162
N9773297	330	22	169
N9772629	330	22	159
N9773295	330	14	166
N9773248	333	7	76
N9773295	333	6	137
N9773137	333	10	75
N9773292	333	18	96
N9773228	333	5	69
N9773172	333	7	75
N9746360	333	0	59
N9773297	333	11	132
N9769624	333	3	72
N9772635	333	11	75
N9773282	333	4	141
N9770045	333	21	78
N9770029	333	0	2
N9695098	333	0	53
N9773210	333	14	83
N9769348	333	0	1
N9770102	333	3	58
N9765618	333	1	21
N9772185	333	0	21
N9776246	754	28	127
N9771995	754	13	68
N9775985	754	25	122
N9776292	754	8	40
N9776287	754	4	137
N9776553	754	5	39
N9776715	754	8	116
N9776544	754	5	35
N9776697	754	2	103
N9776862	754	2	125
N9776808	754	8	149
N9776508	754	8	30
N9776449	754	7	54
N9142564	754	0	34
N9759955	754	19	135
N9776688	754	9	49
N9775804	754	9	103
N9776566	754	25	147
N9277339	754	0	12
N9776406	754	14	166
N9776691	754	18	79
N9272340	754	0	16
N9776690	754	5	55
N9776583	754	2	40
N9776855	754	13	148
N9776071	754	14	163
N9776497	754	16	98
N9514481	754	0	17
N9776870	754	6	134
N9767490	754	0	42
N9776046	754	20	122
N9776570	754	5	83
N9776406	753	7	149
N9776046	753	15	159
N9776497	753	29	168
N9776570	753	4	94
N9776566	753	28	168
N9776246	753	3	138
N9759955	753	20	131
N9776808	753	12	154
N9771995	753	15	103
N9775985	753	26	129
N9775804	753	13	93
N9776071	753	6	142
N9776697	753	2	125
N9776715	753	16	164
N9695098	751	0	52
N9776691	751	27	81
N9776688	751	3	51
N9776570	751	3	90
N9142564	751	0	13
N9776553	751	7	52
N9776369	751	19	83
N9775804	751	16	105
N9776697	751	4	110
N9771995	751	14	102
N9774823	751	0	2
N9776583	751	4	45
N9776449	751	9	60
N9776508	751	10	29
N9767490	751	0	32
N9776049	751	2	31
N9776292	751	5	36
N9776560	751	5	43
N9776544	751	11	38
N9776690	751	6	50
N9776551	751	2	32
N9737266	755	0	14
N9774559	755	3	21
N7306652	755	0	36
N9776148	755	1	22
N9776489	755	4	20
N9769605	755	2	20
N9770568	755	0	9
N9775577	755	0	1
N7306652	753	0	36
N9776449	753	11	70
N9776544	753	11	43
N9776690	753	5	56
N9776508	753	4	29
N9767490	753	1	40
N9695098	753	0	57
N9776292	753	7	45
N9776855	753	2	122
N9776691	753	10	75
N9776688	753	8	55
N9776551	753	0	31
N9776050	753	2	11
N9776386	753	3	11
N9772751	753	0	3
N9633518	753	0	6
N9666961	753	0	5
N9651461	753	0	9
N9771739	753	0	6
N9773015	753	0	3
N9776438	753	1	13
N9770568	753	0	5
N9776442	753	2	12
N9737266	753	0	14
N7865155	751	0	2
N9020783	751	0	12
N9759955	751	17	102
N9527358	751	0	3
N9482970	751	0	2
N7865155	752	0	7
N9776570	752	2	83
N9776691	752	14	69
N9020783	752	0	6
N9527358	752	0	12
N9776369	752	17	77
N9482970	752	0	12
N9776688	752	6	48
N9776234	752	2	6
N9776449	752	10	73
N9776041	752	0	11
N9775964	752	0	3
N9695098	752	0	53
N9767490	752	0	36
N9776292	752	3	39
N9776583	752	2	40
N9769624	753	0	12
N9776223	753	4	15
N9743870	753	2	13
N9771995	752	10	92
N9776690	752	6	46
N9769605	753	5	22
N9776385	753	1	28
N9775763	753	2	24
N9776148	753	2	21
N9776341	753	4	27
N9774559	753	2	21
N9776040	753	5	21
N9776489	753	2	20
N9776049	753	1	34
N9776434	753	2	29
N9777636	948	12	110
N9779019	948	11	99
N9779184	948	3	89
N9779185	948	1	81
N9779285	948	5	117
N9766042	948	0	10
N9777397	948	4	79
N9779269	948	15	124
N9777182	948	3	123
N9779289	948	2	112
N9779242	948	27	118
N9779288	948	9	81
N9779181	948	11	90
N9778952	949	5	26
N9778813	949	3	48
N9779355	949	15	104
N9779071	949	12	47
N9778905	949	6	16
N9778710	949	6	37
N9778155	949	1	39
N9779269	949	21	112
N9778915	949	7	45
N9779129	949	8	25
N9759955	949	1	16
N9778804	949	3	21
N9776420	949	0	25
N9778942	949	5	26
N9778973	949	3	26
N9778645	949	2	45
N9778843	949	2	7
N9778722	949	2	11
N9778827	949	1	8
N9778769	949	1	8
N9778922	949	2	14
N9778917	949	0	8
N9778842	949	1	8
N9778668	949	0	7
N9778845	949	0	15
N9778219	949	4	14
N9771842	948	0	2
N9779186	948	6	70
N9778915	948	17	71
N9779227	948	19	76
N9779227	949	5	56
N9778158	949	0	26
N9778731	949	3	35
N9779133	949	4	31
N9779185	949	3	49
N9695098	949	0	39
N9777397	949	6	73
N9779186	949	8	48
N9776041	953	0	1
N9778973	953	2	6
N9779133	953	4	11
N9778942	953	1	7
N9779129	953	1	7
N9778952	953	1	10
N9778804	953	1	6
N9203696	953	0	1
N9203696	952	0	4
N9778915	952	8	34
N9777397	952	5	86
N9776420	952	1	23
N9779285	952	11	99
N9772548	952	2	46
N9778645	952	3	32
N9695098	952	0	33
N9779377	952	1	44
N9779007	952	12	94
N9777636	952	10	82
N9779204	952	10	121
N9779184	952	10	75
N9779355	952	5	58
N9778158	952	0	25
N9777182	952	22	113
N9779289	952	2	116
N9779227	952	7	38
N9778945	952	11	125
N9779186	952	5	38
N9779185	952	4	39
N9779242	952	9	46
N9779366	952	2	90
N9779071	952	3	24
N9776041	952	0	8
N9779019	952	7	86
N9779288	952	8	51
N9779383	952	7	109
N9779181	952	17	79
N9779408	952	1	28
N9779269	952	20	122
N9778813	952	9	37
N9778155	952	1	24
N9779204	950	4	125
N9778945	950	1	106
N9777182	950	19	124
N9779285	950	14	136
N9779269	950	17	134
N9779355	950	7	100
N9779289	950	4	122
N9779383	953	19	109
N9779285	953	11	75
N9779007	953	11	109
N9772548	953	3	49
N9778945	953	11	109
N9779269	953	10	105
N9777636	953	3	65
N9779408	953	0	89
N9777182	953	20	104
N9779184	953	8	58
N9779366	953	8	75
N9779204	953	8	76
N9779019	953	5	76
N9777397	953	3	74
N9779377	953	6	107
N9779289	953	6	103
N9779181	953	11	64
N9671904	948	0	5
N9767342	948	0	4
N9742735	948	0	4
N9520286	408	0	6
N8882254	408	0	3
N9773962	408	15	120
N9755800	408	7	110
N9773900	408	4	94
N9773279	408	17	92
N9527358	408	0	13
N9774017	408	15	76
N9773877	408	19	103
N9773873	408	7	125
N9436758	408	0	1
N9773873	409	5	99
N9773279	409	18	67
N9773962	409	16	98
N9771009	409	0	39
N9773852	409	9	40
N9773470	409	7	40
N9773900	409	3	79
N9774017	409	8	62
N9527358	409	0	16
N9488208	409	0	13
N8315213	409	1	9
N9525523	409	0	6
N9774013	408	2	137
N9774065	408	18	129
N9525523	408	0	6
N9488208	408	0	12
N8315213	408	0	11
N9773877	409	19	90
N9773486	412	11	97
N7213923	412	0	9
N9755800	412	5	100
N9773465	412	7	97
N9773987	412	14	95
N9773288	412	10	86
N9774065	412	16	88
N9774013	412	7	99
N9771919	412	1	15
N9774017	412	7	41
N9695098	412	0	27
N9746360	412	0	38
N9773279	412	11	43
N9769624	412	1	39
N9773877	412	20	63
N9773900	412	4	53
N9773962	412	10	64
N9773873	412	5	78
N9773825	411	2	12
N9773700	411	5	21
N9747803	411	0	3
N9773744	411	2	30
N9773278	411	2	19
N9773697	411	1	11
N9773543	411	0	13
N9772866	411	4	11
N9772557	411	2	23
N9773617	411	1	12
N9763188	411	0	5
N9771113	411	5	28
N9755712	411	2	31
N9772678	411	0	26
N9773866	411	2	31
N9773726	411	1	30
N9772659	411	1	29
N9746810	411	2	12
N9773711	411	1	20
N9773727	411	2	12
N9773768	411	3	17
N9773673	411	6	26
N9773943	410	5	44
N9774017	410	13	51
N9773486	410	11	95
N9773962	410	13	83
N9773877	410	13	73
N9773873	410	7	84
N9771333	410	0	1
N9773470	410	4	36
N9773279	410	7	52
N9769624	410	2	31
N9773288	410	15	94
N9746360	410	0	25
N9773852	410	4	36
N9773900	410	0	61
N9771009	410	0	33
N9755800	410	1	64
N9773987	410	7	96
N9774065	410	10	87
N9695098	410	0	27
N9774013	410	4	88
N9773465	409	5	77
N9774079	409	1	67
N9771919	409	0	15
N9774065	409	14	98
N9755800	409	4	94
N9428643	409	0	2
N9774096	409	1	69
N9746360	409	0	38
N9695098	409	0	34
N9769624	409	2	39
N9773987	409	8	102
N9773288	409	9	99
N9773943	409	4	54
N9772228	409	1	68
N9774013	409	7	101
N9773486	409	5	97
N9773711	409	2	27
N9773726	409	1	31
N9773866	409	1	30
N9773278	409	1	26
N9771113	409	3	27
N9755712	409	1	28
N9773673	409	3	32
N9772659	409	1	26
N9772678	409	1	30
N9773744	409	2	30
N9773566	409	2	37
N9773465	408	7	102
N9774079	408	5	94
N9773987	408	17	131
N9772228	408	4	98
N9773486	408	8	131
N9773288	408	18	144
N9774096	408	0	44
N9773282	408	0	11
N9772659	408	3	37
N9773726	408	2	46
N9771113	408	5	31
N9773566	408	1	53
N9773470	408	11	54
N9771009	408	0	53
N9773943	408	6	76
N9772678	408	3	35
N9773852	408	8	58
N9514481	408	0	17
N9773673	408	7	43
N9773744	408	7	39
N9769624	408	2	47
N9773866	408	0	42
N9746360	408	1	45
N9695098	408	0	40
N9755712	408	2	39
N9778939	1048	12	90
N9779648	1048	8	119
N9779427	1048	13	79
N9482970	1048	0	15
N9779577	1048	6	93
N9766434	1048	9	109
N9779263	1048	10	109
N9780195	1048	0	71
N9780271	1048	3	73
N9779860	1048	16	116
N9779713	1048	12	107
N9779205	1048	5	85
N9779564	1048	4	110
N9779867	1046	11	56
N9758734	1046	0	33
N9779956	1046	2	37
N9772548	1046	1	40
N9780020	1046	11	49
N9779996	1046	1	35
N9219607	1046	0	4
N9052240	1046	0	8
N9769605	1046	0	3
N9777385	1046	0	1
N9777804	1046	0	1
N9776688	1046	0	1
N9695098	1046	0	40
N9776967	1046	1	35
N9779777	1046	21	88
N9778939	1046	8	61
N9448302	1046	0	45
N9778971	1046	5	33
N9465878	1046	0	10
N9777397	1046	3	36
N9779427	1046	12	94
N9779860	1046	19	108
N9779968	1046	5	53
N9780019	1046	13	72
N9775885	1048	0	10
N9658252	1048	0	12
N9767957	1048	0	1
N9702515	1048	0	1
N9551702	1048	0	2
N9673134	1048	0	2
N9779205	1049	0	92
N9779777	1049	17	111
N9779860	1049	12	111
N9780195	1049	0	88
N8934043	1049	0	45
N9778939	1049	15	80
N9766434	1049	16	98
N9780193	1049	12	107
N9780181	1049	12	98
N9780271	1049	3	84
N9779713	1049	18	126
N9527795	1049	0	5
N9779577	1049	13	112
N9532638	1049	0	11
N9779263	1049	18	130
N7594265	1049	0	26
N9779564	1049	9	121
N9779648	1049	7	108
N9778971	1049	2	30
N9779996	1049	5	35
N9777397	1049	3	44
N9780020	1049	21	58
N9779956	1049	3	32
N9779430	1049	5	25
N9776967	1049	1	38
N9758734	1049	0	36
N9779968	1049	2	35
N9777156	1049	2	27
N9779071	1049	0	9
N9779427	1049	9	72
N9778381	1049	0	16
N9695098	1049	0	53
N9779867	1049	14	55
N9780019	1049	10	61
N9778780	1049	0	10
N9778220	1049	0	2
N9772548	1049	1	60
N9779423	1046	4	16
N9779723	1046	4	17
N9779737	1046	4	14
N9779657	1046	4	11
N9779705	1046	3	14
N9776967	1045	8	69
N9780039	1045	0	3
N9780020	1045	14	77
N9779956	1045	9	46
N9778939	1045	18	96
N9778971	1045	11	51
N9779777	1045	25	115
N9779867	1045	17	98
N9758734	1045	1	64
N9779996	1045	2	56
N9778902	1046	5	27
N9778731	1046	0	5
N9777026	1046	1	13
N9779430	1046	3	28
N9777156	1046	1	29
N9778168	1046	0	7
N9779748	1046	1	30
N9777910	1046	6	22
N9772300	1046	0	1
N9757574	1046	0	4
N9779797	1046	3	21
N9779417	1046	3	27
N9779873	1046	0	19
N9773282	1046	0	3
N9779813	1046	5	21
N9777769	1046	0	21
N9779747	1046	2	20
N9779891	1046	2	21
N9774079	1046	0	4
N9780181	1044	6	136
N9779968	1044	10	136
N9780195	1044	9	133
N9779713	1044	11	103
N9780193	1044	6	147
N9779577	1044	26	159
N9658252	1044	0	28
N9779427	1044	11	105
N9766434	1044	10	140
N9779263	1044	29	146
N9486486	1044	0	21
N9779860	1044	28	95
N9779867	1044	7	83
N9547869	1044	0	26
N9779648	1044	15	133
N9779777	1044	22	83
N9780019	1044	19	84
N9780193	1048	13	123
N9780181	1048	15	105
N8496358	1048	0	4
N9779777	1048	31	121
N7213923	1048	0	13
N9779956	1044	3	50
N9778939	1044	10	64
N9758734	1044	1	58
N9776967	1044	3	60
N9780020	1044	11	67
N9778902	1044	8	39
N9772548	1044	3	48
N9779996	1044	6	55
N9778971	1044	10	50
N9779430	1044	3	37
N9778875	1044	0	4
N9777190	1044	0	2
N9777397	1044	3	41
N9695098	1044	0	49
N9777156	1044	1	43
N9779873	1044	5	33
N9779150	1044	2	35
N9779813	1044	1	35
N9777910	1044	7	34
N9779417	1044	1	32
N9779797	1049	1	22
N9779723	1049	9	25
N9777910	1049	3	26
N9779642	1049	0	2
N9777043	1049	0	1
N9777769	1049	2	23
N9779150	1049	3	24
N9771151	1049	0	1
N9779873	1049	4	24
N9779747	1049	2	22
N9779737	1049	13	24
N9779423	1049	7	24
N9778155	1049	0	35
N9779657	1049	3	13
N9778902	1049	4	24
N9779417	1049	4	31
N9779705	1049	2	26
N9772660	1049	0	1
N9779813	1049	3	24
N9779748	1049	2	29
N9776420	1049	0	26
N9779891	1049	3	22
N9737393	1049	0	30
N8496358	1049	0	14
N9277736	1049	0	31
N9582396	1049	0	6
N9779520	1049	0	3
N9772710	1049	0	4
N9775171	1049	0	3
N9775142	1049	0	2
N9778813	1049	0	2
N9772434	1049	1	2
N9779007	1049	0	15
N9779181	1049	0	31
N9773873	390	0	52
N9773470	390	3	132
N9773852	390	1	121
N9773726	390	1	125
N9772433	390	0	1
N9773566	390	8	139
N9566633	390	0	15
N9755712	390	3	58
N9773744	390	14	129
N9769624	390	0	52
N9773617	390	8	54
N9773278	390	17	124
N9695098	390	1	43
N9773543	390	11	68
N9746810	390	9	47
N9773825	390	11	95
N9773866	390	37	144
N9773612	390	4	34
N9759891	390	1	16
N9773461	390	5	23
N9761859	390	2	13
N9772659	390	3	32
N9773768	390	29	118
N9773638	390	1	35
N9755800	390	3	116
N9773574	390	5	38
N9772434	390	5	18
N9773727	390	2	53
N9773539	390	5	33
N9773341	390	0	12
N9773364	390	1	13
N9773673	390	12	135
N9746360	390	1	44
N9772862	390	3	12
N9773493	390	0	13
N9773700	390	24	121
N9773711	390	1	118
N9771113	390	3	24
N9772678	390	11	125
N9773866	393	19	118
N9773470	393	17	152
N9771009	393	2	139
N9773852	393	17	139
N9193263	393	1	11
N9773566	393	3	134
N9772678	393	6	107
N9773673	393	10	114
N9575236	393	0	3
N9527358	393	0	15
N9773873	393	5	131
N6741781	393	0	1
N9773744	393	20	104
N9773726	393	9	134
N9773279	393	4	131
N9773873	392	3	123
N9649886	392	0	1
N9773279	392	4	139
N9678284	392	0	1
N9773852	392	13	137
N9551172	393	0	5
N9142581	393	0	26
N9142564	393	0	2
N7213923	393	0	12
N9773877	393	4	129
N9772768	234	4	91
N9772751	234	18	101
N9772575	234	8	94
N9772660	234	3	102
N9772750	234	3	79
N9772099	234	3	96
N9772099	235	25	123
N9772768	235	5	104
N9772751	235	21	120
N9772750	235	4	91
N9772727	235	3	100
N9772660	235	7	127
N9772575	235	6	100
N9772632	235	6	92
N9391394	235	0	2
N9771627	235	5	93
N9772297	235	10	102
N9772543	235	19	101
N9772517	235	12	103
N9772557	235	8	106
N9772367	235	12	103
N9772768	236	4	105
N9772367	236	6	91
N9771627	236	1	81
N9772543	236	11	100
N9772517	236	16	97
N9772751	236	22	126
N9772575	236	14	116
N9772835	236	2	46
N9772029	236	19	80
N9772099	236	17	127
N9772632	236	14	94
N9772297	236	13	91
N9772557	236	13	103
N9772380	236	17	73
N9772443	236	7	65
N9772727	236	2	115
N9772750	236	2	94
N9765759	236	0	4
N9772442	236	3	47
N9772344	236	2	57
N9772279	236	7	32
N9772366	236	8	40
N9772389	236	5	45
N9772407	236	6	48
N9768308	236	6	36
N9746360	236	0	43
N9772433	236	5	50
N9771113	236	1	44
N9772328	236	2	33
N9771576	236	0	1
N9695098	236	0	38
N9761859	236	14	46
N9771568	236	3	35
N9737594	238	0	7
N9659345	238	0	11
N9772858	238	3	89
N9696697	238	0	9
N9651229	238	0	10
N9771352	238	0	10
N9772768	238	18	124
N9771999	238	0	2
N9772805	238	9	111
N9772750	238	5	107
N9772830	238	8	89
N9432542	236	0	38
N9417521	236	0	24
N9726742	236	0	1
N9771846	236	0	1
N9684685	236	0	1
N9772660	236	6	117
N9718109	236	0	1
N9772000	236	0	4
N9771948	236	0	1
N9772152	236	0	1
N9769559	236	0	1
N9772038	236	1	2
N9772256	236	2	14
N9771999	236	0	1
N9770051	236	0	14
N9772185	236	0	2
N9771688	236	0	2
N9772727	238	15	116
N9772099	238	19	105
N9772660	238	9	111
N9772367	238	2	66
N9772557	238	7	74
N9772575	238	13	77
N9772297	238	11	65
N9432542	238	1	9
N9772632	238	13	75
N9420172	238	0	7
N9772835	238	4	62
N9772517	238	8	67
N9771627	238	6	69
N9770709	236	0	1
N9771398	236	0	1
N9767741	236	0	1
N9770792	236	0	1
N9772805	236	1	19
N9510857	236	0	7
N9394654	236	0	10
N9287091	236	0	4
N9772660	237	11	112
N9488213	237	0	16
N9772632	237	20	88
N8918299	237	0	6
N9544875	237	0	5
N9772557	237	8	90
N9772575	237	12	91
N9553264	237	0	25
N9772751	237	20	106
N9772099	237	20	103
N9772367	237	4	72
N9772517	237	15	79
N9772835	237	10	86
N9761859	237	10	56
N9772297	237	11	72
N9771627	237	6	74
N9769306	237	0	22
N9772805	237	2	82
N9771919	237	0	25
N9695098	237	0	44
N9772443	237	9	58
N9407487	237	0	13
N9417521	237	0	15
N9772543	237	10	86
N9772029	237	13	60
N9772750	237	4	77
N9746360	237	0	46
N9772380	237	14	62
N9772768	237	10	95
N9772727	237	6	100
N9772632	239	11	69
N9772575	239	11	71
N9099237	239	0	16
N9772557	239	8	64
N9772543	239	7	68
N9771627	239	3	66
N9772835	239	4	67
N9772517	239	8	69
N9772858	239	0	85
N9772768	239	23	130
N9772830	239	0	97
N9772727	239	15	128
N9772805	239	11	118
N9772750	239	14	105
N7306652	237	0	1
N9432542	237	0	23
N8422665	237	0	8
N9494434	369	0	30
N9773493	369	4	65
N9773364	369	4	68
N9755712	369	3	62
N9566633	369	0	66
N8514670	369	0	11
N9465810	369	0	10
N9772862	369	10	66
N9527358	369	0	8
N9773461	369	11	85
N9759891	369	2	67
N9773341	369	10	57
N9773282	369	4	14
N9772443	369	0	2
N9773335	369	1	14
N9772629	369	0	17
N9771473	369	0	8
N9767637	369	0	1
N9772355	369	0	7
N9772263	369	0	4
N9772227	369	0	8
N9773297	369	0	15
N9772300	369	3	31
N9772099	369	0	7
N9771113	369	1	19
N9772557	369	1	17
N9772601	369	0	34
N9773412	369	2	36
N9773351	369	3	33
N9773356	369	13	30
N9773376	369	2	19
N9773296	369	5	16
N9772659	369	2	28
N9753689	369	1	22
N9695098	369	0	35
N9769624	369	1	35
N9746360	369	1	38
N9773378	369	12	44
N9771113	370	0	13
N9773412	370	3	20
N9767566	370	3	24
N9773378	370	7	23
N9772601	370	1	15
N9773351	370	1	14
N9772659	370	1	13
N9773356	370	4	15
N9769624	370	1	23
N9773434	370	3	26
N9753689	370	2	15
N9755712	370	1	57
N9773364	370	6	54
N9773341	370	8	37
N9773488	370	5	33
N9773493	370	6	53
N9566633	370	0	64
N9772862	370	5	50
N9759891	370	3	65
N9772434	370	16	61
N9773378	368	13	42
N9193263	368	0	12
N9773356	368	12	29
N8514670	368	0	6
N9773412	368	3	41
N9767566	368	1	39
N9772601	368	3	39
N9773351	368	1	34
N9769624	368	2	42
N9494434	368	0	39
N9486486	368	0	20
N9759891	368	5	78
N9772434	368	18	77
N9566633	368	0	70
N9773461	368	10	89
N9773275	368	14	78
N9773290	369	1	8
N9769504	369	3	11
N9193263	369	0	11
N9766592	369	0	3
N9486486	369	0	9
N9770638	369	0	3
N9756785	369	0	11
N9761859	369	3	17
N9773307	369	1	10
N9773306	369	1	11
N9773295	369	1	11
N9772284	369	0	2
N9773296	368	6	17
N9772300	368	5	29
N9772659	368	1	25
N9753689	368	1	16
N9773376	368	1	19
N9773282	368	3	17
N9766592	368	0	1
N9771113	368	1	17
N9772284	368	0	3
N9772227	368	0	7
N9773335	368	1	12
N9772629	368	2	11
N9770638	368	0	4
N9773297	368	2	11
N9772557	368	2	14
N9771627	369	3	9
N9773210	369	3	5
N9773292	369	0	6
N9773364	368	11	73
N9773434	368	3	49
N9773341	368	8	56
N9773493	368	7	72
N9773488	368	5	50
N9772862	368	14	69
N9514481	369	0	10
N9772866	369	13	79
N9773539	369	14	102
N9772434	369	12	76
N9773275	369	23	88
N9773574	367	3	70
N9773447	367	13	78
N9746810	367	3	65
N9773275	367	13	72
N9772434	367	15	74
N9773461	367	6	65
N9773539	367	9	75
N9770051	370	1	1
N9142581	370	1	13
N9695098	370	0	17
N9746360	370	0	24
N9773434	367	2	42
N9514481	367	1	20
N9773493	367	8	71
N9773341	367	16	61
N9773488	367	1	44
N9772862	367	10	69
